id;Date;Aéroport_départ;depart_x;depart_y;Aéroport_Destination;destination_x;destination_y;départ_IATA;destination_IATA;Heurelocale;HeureArrivé;Durée_trajet;Compagnie;Num_Vol;Prix_Camp1
248;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;FRA;LIS;09:15;12:35;03:20;Lufthansa;LH1166;130
249;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;FRA;LIS;13:10;16:10;03:00;Lufthansa;LH1168;163
250;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;FRA;LIS;13:30;16:35;03:05;Tap Air Portugal;TP573;81
251;2022-01-20;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;FRA;LIS;19:40;22:50;03:10;Tap Air Portugal;TP579;70
252;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;AMS;LIS;09:00;12:00;03:00;KLM;KL1693;210
253;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;AMS;LIS;09:10;12:15;03:05;Transavia;HV5955;560
254;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;AMS;LIS;12:35;15:39;03:04;KLM;KL1695;860
255;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;AMS;LIS;13:55;17:05;03:10;Tap Air Portugal;TP673;74
256;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;AMS;LIS;06:05;09:05;03:00;Transavia;HV5953;300
257;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;AMS;LIS;07:00;10:10;03:10;Tap Air Portugal;TP669;96
258;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;AMS;VIE;09:20;11:10;01:50;KLM;KL1839;160
259;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;AMS;VIE;09:55;11:50;01:55;Austrian Airlines;OS372;82
260;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;AMS;VIE;15:20;17:10;01:50;KLM;KL1843;124
261;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;AMS;VIE;20:00;22:00;02:00;Austrian Airlines;OS376;82
262;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;AMS;VIE;20:35;22:25;01:50;KLM;KL1849;126
263;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;AMS;DUB;07:40;09:15;01:35;KLM;KL933;132
264;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;AMS;DUB;09:45;11:15;01:30;KLM;KL945;120
265;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;AMS;DUB;10:25;12:00;01:35;Aer Lingus;EI603;120
266;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;AMS;DUB;16:00;17:40;01:40;KLM;KL937;220
267;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;AMS;DUB;21:45;23:25;01:35;KLM;KL939;220
268;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;AMS;FCO;09:35;11:45;02:10;KLM;KL1601;180
269;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;AMS;FCO;10:20;12:35;02:15;Vueling;VY6291;151
270;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;AMS;FCO;12:15;14:15;02:00;Alitalia;AZ107;137
271;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;AMS;FCO;14:25;16:40;02:15;KLM;KL1603;212
272;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;AMS;FCO;20:35;22:45;02:10;KLM;KL1609;212
273;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport d'Istanbul;41.2825;28.7713889;AMS;IST;11:30;14:50;03:20;Turkish Airlines;TK1952;187
274;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport d'Istanbul;41.2825;28.7713889;AMS;IST;11:40;15:20;03:40;KLM;KL1613;180
275;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport d'Istanbul;41.2825;28.7713889;AMS;IST;18:30;21:55;03:25;Turkish Airlines;TK1954;209
276;2022-01-20;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;AMS;RAK;13:05;16:55;03:50;Transavia;HV5751;150
277;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport d'Istanbul;41.2825;28.7713889;LHR;IST;12:25;16:10;03:45;Turkish Airlines;TK1980;165
278;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport d'Istanbul;41.2825;28.7713889;LHR;IST;18:40;22:30;03:50;Turkish Airlines;TK1972;165
279;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;LHR;FCO;12:55;15:25;02:30;Alitalia;AZ203;149
280;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;LHR;FCO;16:40;19:20;02:40;British Airways;BA554;120
281;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;LHR;FCO;18:00;20:45;02:45;Alitalia;AZ205;111
282;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;LHR;DUB;09:35;11:55;02:20;British Airways;BA828;58
283;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;LHR;DUB;10:50;13:20;02:30;Aer Lingus;EI155;88
284;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;LHR;DUB;17:20;19:40;02:20;Virgin Atlantic;VS521;110
285;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;LHR;DUB;17:50;20:20;02:30;Aer Lingus;EI169;155
286;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;LHR;VIE;20:40;22:55;02:15;Austrian Airlines;OS1406;42
287;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;LHR;VIE;10:05;12:25;02:20;Austrian Airlines;OS1402;48
288;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;LHR;LIS;08:30;11:10;02:40;British Airways;BA500;437
289;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;LHR;LIS;13:00;15:45;02:45;Tap Air Portugal;TP1367;46
290;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;LHR;LIS;13:55;16:45;02:50;British Airways;BA504;430
291;2022-01-20;Heathrow Airport;51.47397190914563;-0.4547353841720964;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;LHR;LIS;19:45;22:25;02:40;Tap Air Portugal;TP1357;40
292;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;TUN;ALG;14:30;16:00;01:30;Nouvelair;BJ130;100
293;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;TUN;ALG;13:15;14:50;01:35;Nouvelair;TU374;85
294;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;TUN;ALG;14:30;16:10;01:40;Nouvelair;BJ130;75
295;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport d'Istanbul;41.2825;28.7713889;TUN;IST;11:25;14:00;02:35;Nouvelair;BJ640;280
296;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport d'Istanbul;41.2825;28.7713889;TUN;IST;11:50;14:30;02:40;Turkish Airlines;TK662;180
297;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport d'Istanbul;41.2825;28.7713889;TUN;IST;18:05;20:40;02:35;Turkish Airlines;TK664;166
298;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport d'Istanbul;41.2825;28.7713889;TUN;IST;17:55;20:35;02:40;Tunisair;TU216;240
299;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;TUN;FCO;19:15;20:35;01:20;Alitalia;AZ867;130
300;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;TUN;FCO;09:00;10:22;01:22;Tunisair;TU752;360
301;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;TUN;VIE;14:55;17:10;02:15;Tunisair;TU642;94
302;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Cairo International Airport;30.111387712189778;31.387836926213836;TUN;CAI;12:50;15:45;02:55;Egyptair;MS844;330
303;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;TUN;FRA;03:15;05:40;02:25;Lufthansa;LH1327;209
304;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;TUN;FRA;08:30;10:50;02:20;Tunisair;TU744;107
305;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;TUN;FRA;13:00;15:25;02:25;Lufthansa;LH1323;121
306;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;TUN;CDG;08:00;10:30;02:30;Nouvelair;BJ510;62
307;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;TUN;CDG;11:10;13:45;02:35;Nouvelair;BJ782;70
308;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;TUN;CDG;12:40;15:10;02:30;Air France;AF1285;49
309;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;TUN;CDG;19:25;21:55;02:30;Nouvelair;BJ520;50
310;2022-01-20;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;TUN;CDG;19:45;22:18;02:33;Air France;AF1185;45
311;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;ALG;CDG;10:50;13:15;02:25;Air France;AF1387;352
312;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;ALG;CDG;11:20;13:40;02:20;Asl Airlines France;5O1052;399
313;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;ALG;CDG;17:30;19:50;02:20;Air France;AF1385;300
314;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;ALG;CDG;18:20;20:40;02:20;Asl Airlines France;5O1038;450
315;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;ALG;CDG;19:50;22:15;02:25;Asl Airlines France;5O1070;402
316;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;ALG;CDG;08:35;10:45;02:20;Air Algerie;AH1208;300
317;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;ALG;MAD;19:50;21:35;01:45;Air Algerie;AH2206;120
318;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;ALG;MAD;11:30;13:05;01:35;Swiftair;WT8157;132
319;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;ALG;FRA;13:40;15:30;01:50;Lufthansa;LH1317;300
320;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;ALG;FRA;11:25;13:25;02:00;Air Algerie;AH2208;190
321;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;ALG;VIE;18:00;20:00;02:00;Turkish Airlines;TK6327;500
322;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;ALG;FCO;12:05;13:55;01:50;Alitalia;AZ801;200
323;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;ALG;FCO;11:30;13:25;01:55;Air Algerie;AH2024;195
324;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport d'Istanbul;41.2825;28.7713889;ALG;IST;11:15;14:45;03:30;Air Algerie;AH3026;270
325;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport d'Istanbul;41.2825;28.7713889;ALG;IST;17:45;21:30;03:45;Turkish Airlines;TK652;264
326;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;ALG;TUN;11:00;12:30;01:30;Nouvelair;BJ4581;703
327;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;ALG;TUN;16:55;18:30;01:35;Nouvelair;BJ131;800
328;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;ALG;TUN;10:50;12:30;01:40;Turkish Airlines;TK6521;850
329;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;ALG;TUN;12:00;13:30;01:30;Tunisair;TU6837;720
330;2022-01-20;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;ALG;TUN;15:35;17:10;01:35;Tunisair;TU375;624
331;2022-01-20;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;Aéroport d'Istanbul;41.2825;28.7713889;RAK;IST;17:05;22:05;05:00;Turkish Airlines;TK620;203
332;2022-01-20;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;RAK;CDG;18:45;22:05;03:20;Air France;AF1077;65
333;2022-01-20;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;RAK;CDG;20:10;23:40;03:30;EasyJet;U23870;62
334;2022-01-20;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;RAK;MAD;09:30;11:35;02:05;Royal Air Maroc;AT684;22
335;2022-01-20;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;RAK;MAD;13:55;16:05;02:10;Iberia;IB8817;15
336;2022-01-20;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;RAK;MAD;21:20;23:35;02:15;Ryanair;FR7753;9
337;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;IST;TUN;14:05;16:40;02:35;Turkish Airlines;TK663;199
338;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;IST;TUN;15:15;17:55;02:40;Nouvelair;BJ641;189
339;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport international de Tunis-Carthage;36.8511111;10.2272222;IST;TUN;07:50;10:25;02:35;Turkish Airlines;TK661;184
340;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;IST;ALG;01:10;04:40;03:30;Turkish Airlines;;766
341;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;IST;ALG;16:00;19:30;03:30;Turkish Airlines;;702
342;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;IST;ALG;01:30;05:15;03:45;Turkish Airlines;;720
343;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport d'Alger - Houari-Boumédiène;36.8511111;3.5169444;IST;ALG;12:00;15:30;03:30;Turkish Airlines;;697
344;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport de Marrakech-Ménara;31.6150000;-8.0380556;IST;RAK;10:50;15:50;05:00;Turkish Airlines;;227
345;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;IST;FCO;16:05;18:40;02:35;Turkish Airlines;;145
346;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;IST;FCO;07:20;09:50;02:30;Turkish Airlines;;120
347;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;IST;DUB;06:10;10:45;04:35;Turkish Airlines;;150
348;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;IST;DUB;11:30;16:00;04:30;Turkish Airlines;;120
349;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;IST;VIE;16:05;18:20;02:15;Turkish Airlines;;80
350;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport de Vienne-Schwechat;48.1116667;16.5697222;IST;VIE;06:50;09:10;02:20;Turkish Airlines;;75
351;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;IST;LIS;11:30;16:25;04:55;Turkish Airlines;;200
352;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport Humberto Delgado de Lisbonne;38.7772222;-9.1350000;IST;LIS;06:10;11:00;04:50;Turkish Airlines;;160
353;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;IST;CDG;14:20;17:50;03:30;Turkish Airlines;;105
354;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;IST;CDG;03:15;06:37;03:22;Turkish Airlines;;97
355;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport de Paris-Charles de Gaulle;49.0142434999854;2.544806865954252;IST;CDG;06:05;09:35;03:30;Turkish Airlines;;100
356;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;05:45;07:10;01:25;Turkish Airlines;;38
357;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;07:40;09:10;01:30;Turkish Airlines;;36
358;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;09:55;11:10;01:15;Turkish Airlines;;49
359;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;11:25;12:45;01:20;Turkish Airlines;;50
360;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;13:20;14:45;01:25;Turkish Airlines;;45
361;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;15:35;17:05;01:30;Turkish Airlines;;46
362;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;16:40;17:55;01:15;Turkish Airlines;;41
363;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;19:10;20:30;01:20;Turkish Airlines;;35
364;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Antalya Airport;36.90591678165104;30.80168679901064;IST;AYT;22:10;23:35;01:25;Turkish Airlines;;40
365;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;IST;MAD;12:15;16:30;04:15;Turkish Airlines;;180
366;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aeropuerto de Adolfo Suárez Madrid-Barajas;40.49848719017528;-3.5676196599853203;IST;MAD;06:10;10:40;04:30;Turkish Airlines;;200
367;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Aéroport de Moscou-Cheremetievo;55.9741553226849;37.412529654098726;IST;SVO;14:15;21:05;06:50;Turkish Airlines;;114
368;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Cairo International Airport;30.111387712189778;31.387836926213836;IST;CAI;13:00;15:25;02:25;Turkish Airlines;;320
369;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Cairo International Airport;30.111387712189778;31.387836926213836;IST;CAI;17:20;19:35;02:15;Turkish Airlines;;410
370;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Cairo International Airport;30.111387712189778;31.387836926213836;IST;CAI;17:35;19:55;02:20;Turkish Airlines;;160
371;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Cairo International Airport;30.111387712189778;31.387836926213836;IST;CAI;20:45;23:10;02:25;Turkish Airlines;;280
372;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;IST;FRA;05:25;08:25;03:00;Turkish Airlines;;98
373;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;IST;FRA;07:10;10:30;03:20;Turkish Airlines;;84
374;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;IST;FRA;10:40;13:50;03:10;Turkish Airlines;;88
375;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Flughafen Frankfurt/Main;50.04636632467995;8.561325677686595;IST;FRA;14:15;17:27;03:12;Turkish Airlines;;111
376;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;IST;AMS;13:35;16:55;03:20;Turkish Airlines;;80
377;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;IST;AMS;16:00;19:40;03:40;Turkish Airlines;;90
378;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Amsterdam Airport Schiphol;52.315831708548586;4.771203370264353;IST;AMS;06:25;09:50;03:25;Turkish Airlines;;69
379;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Heathrow Airport;51.47397190914563;-0.4547353841720964;IST;LHR;13:05;16:50;03:45;Turkish Airlines;;128
380;2022-01-20;Aéroport d'Istanbul;41.2825;28.7713889;Heathrow Airport;51.47397190914563;-0.4547353841720964;IST;LHR;06:50;10:40;03:50;Turkish Airlines;;138
381;2022-01-20;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;Heathrow Airport;51.47397190914563;-0.4547353841720964;FCO;LHR;14:20;16:50;02:30;Turkish Airlines;;90
382;2022-01-20;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;Aéroport international de Dublin;53.42667822097449;-6.249931259936072;FCO;DUB;20:50;23:30;02:40;Alitalia;;60
383;2022-01-20;Aéroport Léonard-de-Vinci de Rome Fiumicino;41.8075;12.2508333;Heathrow Airport;51.47397190914563;-0.4547353841720964;FCO;LHR;09:25;12:10;02:45;KLM;;230
